,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,msd_track_id
5695,5695,60295,5i3pErnCsiy3RFlUK2E4lF,Blackstreet,Another Level,The Lord Is Real (Time Will Reveal),28,253600,False,0.64,0.523,7,-7.845,1,0.0591,0.306,0.0,0.0545,0.354,119.155,4,j-dance,TRNZBPZ128E0793865
5696,5696,62027,5uNnGViAuZIkoUhVwmFWlr,Norah Jones,Coffee Break,Shoot The Moon,1,237173,False,0.573,0.265,0,-12.436,1,0.027,0.903,0.00152,0.094,0.425,74.031,4,j-pop,TRYJVBN128E0781232
5705,5705,62061,3QQjfFpoCa8qIDXfg8DaBQ,Norah Jones,Desayuno en calma,Come Away With Me,0,197453,False,0.354,0.126,0,-13.818,1,0.0323,0.87,0.0,0.151,0.17,80.567,4,j-pop,TRAZBYL12903CD8951
5713,5713,62225,6jGnykaS6TkWp15utXSAeI,Norah Jones,Come Away With Me (Super Deluxe Edition),Come Away With Me,74,198226,False,0.436,0.141,0,-13.271,1,0.0308,0.902,2.81e-06,0.126,0.146,76.64,3,j-pop,TRAZBYL12903CD8951
5721,5721,62444,7zkLpY72g6lKQbiHDqri1S,Norah Jones,Feels Like Home,Sunrise,73,200626,False,0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4,j-pop,TRAYOPU128F1464B52
5725,5725,64669,3VV5d66lAtFIusefvr1ssz,Vince Guaraldi Trio,Happy Christmas Instrumentals,Skating,0,145640,False,0.473,0.297,0,-17.103,1,0.0321,0.75,0.535,0.129,0.551,130.342,4,jazz,TRCECVD128F9313C63
5726,5726,64670,6BZZUwHjQTpHGV8KAuMrOY,Vince Guaraldi Trio,Christmas Background Music,Skating,0,145640,False,0.473,0.297,0,-17.103,1,0.0321,0.75,0.535,0.129,0.551,130.342,4,jazz,TRCECVD128F9313C63
5727,5727,64675,1FInsciTqJKIEIBhC5TqCa,Vince Guaraldi Trio,Home For Christmas 2022,Skating,0,145640,False,0.473,0.297,0,-17.103,1,0.0321,0.75,0.535,0.129,0.551,130.342,4,jazz,TRCECVD128F9313C63
5728,5728,64677,7ASiQ9rrutSKS2ZkUhmcaw,Vince Guaraldi Trio,Home At Christmas,Skating,0,145640,False,0.473,0.297,0,-17.103,1,0.0321,0.75,0.535,0.129,0.551,130.342,4,jazz,TRCECVD128F9313C63
5729,5729,64679,61F8lOj2yTuHdLAViGzZcS,Vince Guaraldi Trio,12 Days of Christmas 2022,O Tannenbaum,0,309386,False,0.577,0.191,5,-15.938,1,0.0405,0.908,0.00824,0.126,0.343,123.338,4,jazz,TROWULV128F4228909
5730,5730,64681,4SWyBaRWTeGM73G3BQeCuH,Vince Guaraldi Trio,Christmas Background Music,What Child Is This,0,141533,False,0.346,0.202,5,-19.605,0,0.0337,0.968,0.922,0.17,0.508,86.555,4,jazz,TRFRTXJ128F422890A
5731,5731,64684,31Fsb1jl8hCZy89eG6mrUx,Vince Guaraldi Trio,Christmas Dinner,O Tannenbaum,0,309386,False,0.577,0.191,5,-15.938,1,0.0405,0.908,0.00824,0.126,0.343,123.338,4,jazz,TROWULV128F4228909
5732,5732,64694,1YUyTWS67z0eU520vOjPgK,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,Skating,0,145640,False,0.473,0.297,0,-17.103,1,0.0321,0.75,0.535,0.129,0.551,130.342,4,jazz,TRCECVD128F9313C63
5733,5733,64695,2I2EFhXZEpeHmgeUIu9knp,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,What Child Is This,0,144933,False,0.326,0.3,5,-13.766,0,0.0295,0.929,0.939,0.127,0.468,85.218,4,jazz,TRFRTXJ128F422890A
5734,5734,64696,4fLrPy9wjGuRjGAnWvNvcX,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,O Tannenbaum,0,309386,False,0.577,0.191,5,-15.938,1,0.0405,0.908,0.00824,0.126,0.343,123.338,4,jazz,TROWULV128F4228909
5735,5735,64714,1YQWosTIljIvxAgHWTp7KP,The Dave Brubeck Quartet,Time Out,Take Five,66,324133,False,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,5,jazz,TRSLLTT128F426BF51
5737,5737,64725,3898C4AbdbptwYet6547e5,Stan Getz;João Gilberto;Astrud Gilberto,The Girl From Ipanema - The Bossa Nova Years,The Girl From Ipanema,68,321826,False,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,4,jazz,TRFAKDF12903CE4DE2
5741,5741,64741,5OGh55D2BCGYzwn3wEeJAN,Vince Guaraldi Trio,All I want For Christmas Is Music,Christmas Time Is Here,0,163093,False,0.367,0.122,9,-21.34,0,0.0319,0.984,4.4e-05,0.172,0.104,75.271,3,jazz,TRWTTGG128F424CCE5
5743,5743,64745,6pg5sJV9wRSzMX11K0otV2,Vince Guaraldi Trio,Ultimate Calm Christmas Jazz,The Christmas Song,0,196933,False,0.342,0.154,10,-16.553,1,0.039,0.993,0.932,0.103,0.193,170.063,3,jazz,TRABCJP128F4228913
5744,5744,64817,648TTtYB0bH0P8Hfy0FmkL,Nat King Cole,Unforgettable,Unforgettable,67,191973,False,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,3,jazz,TRANJGV128F930818A
5746,5746,67486,1cbCEtcGU25HvwMrZDPqJy,Juanes,Pop x siempre,Nada Valgo Sin Tu Amor,1,195093,False,0.595,0.655,0,-4.277,1,0.026,0.155,0.0,0.265,0.364,153.866,4,latin,TRUWXFD128F9302BEA
5754,5754,67553,1PAgmT6YqGhd6zT9kN9gIo,Enrique Iglesias,Escape,Hero,70,264240,False,0.346,0.641,7,-5.627,1,0.0504,0.136,8.4e-06,0.108,0.159,77.281,4,latin,TROGWMB128E07928B9
5759,5759,67613,6Bu0j4to41EYDZdcZMbQzp,Selena,Cumbia x siempre,Como La Flor,1,184733,False,0.633,0.752,10,-7.74,1,0.0358,0.161,1.62e-05,0.368,0.881,91.169,4,latin,TROPFTP128F4275508
5762,5762,67851,4anDsZBavxjw3Ktw6ICGYd,Enrique Iglesias,Escape,Escape,59,208626,False,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972,4,latin,TRCLZFC128E07928AC
5763,5763,67952,4MloswMM3eu7dHZ7MOzW3i,Enrique Iglesias,Insomniac (New International Version Spanish),Do You Know? (The Ping Pong Song),55,218053,False,0.755,0.765,8,-4.328,1,0.0486,0.0503,0.0,0.0326,0.691,114.993,4,latin,TRFBGGJ128F428BCBC
5764,5764,67957,3rNe2VTczeYzTi6BT3dwKT,Don Omar,Guayar Pegao,Dile,51,206986,False,0.822,0.744,9,-6.096,1,0.094,0.173,7.03e-05,0.0692,0.747,94.04,4,latin,TRJNGVN128F4292BD6
5796,5796,71022,4We0B3YSBF7utFlQtns2em,Bon Jovi,Обратно в клас - rock,Livin' On A Prayer,1,250626,False,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4,metal,TRLQTMK128E07810A3
5800,5800,71031,3YKMXuivrbHooUtf8jfEgS,Bon Jovi,Kick It,You Give Love A Bad Name,1,223146,False,0.532,0.964,0,-2.559,0,0.0519,0.0477,0.0,0.359,0.804,122.778,4,metal,TRKUOQD12903CE5A2B
5804,5804,71037,30iQzZHaIhA6ZWtFaQXYNw,Bon Jovi,Workout Hits 2023,Livin' On A Prayer,0,250626,False,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4,metal,TRLQTMK128E07810A3
5808,5808,71040,1Bno2DWL2kmfiy1V5OlmCz,Bon Jovi,Fishing Music,Wanted Dead Or Alive,2,308560,False,0.265,0.818,7,-3.553,1,0.0393,0.0774,0.024,0.323,0.251,150.332,4,metal,TRWXEQA128F4290B5E
5812,5812,71041,1tsk7uFjknRB3crWOHdfZQ,Bon Jovi,Rock Workout 2023,Livin' On A Prayer,2,250626,False,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4,metal,TRLQTMK128E07810A3
5816,5816,71043,54U8KseFLbjpPYfq2DEB7B,Bon Jovi,80s Bangers Vol. 1,You Give Love A Bad Name,2,223146,False,0.532,0.964,0,-2.559,0,0.0519,0.0477,0.0,0.359,0.804,122.778,4,metal,TRKUOQD12903CE5A2B
5820,5820,71055,0v1XpBHnsbkCn7iJ9Ucr1l,Bon Jovi,Crush,It's My Life,80,224493,False,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,4,metal,TRVVTWQ128E078F1B7
5824,5824,71108,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,Slippery When Wet,Livin' On A Prayer,85,249293,False,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,metal,TRLQTMK128E07810A3
5828,5828,71163,0rmGAIH9LNJewFw7nKzZnc,Bon Jovi,Slippery When Wet,You Give Love A Bad Name,82,222706,False,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,4,metal,TRKUOQD12903CE5A2B
5829,5829,71415,0oerlffJSzhRVvtDfLcp3N,Bon Jovi,Slippery When Wet,Wanted Dead Or Alive,75,308666,False,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,4,metal,TRWXEQA128F4290B5E
5830,5830,71508,0X1sqQ652p1sceKM2nJlIJ,Bon Jovi,Bon Jovi,Runaway,73,230666,False,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,4,metal,TRYDNCM128E078F1DE
5832,5832,71529,3UygY7qW2cvG9Llkay6i1i,Evanescence,Fallen,Going Under,73,214946,False,0.37,0.858,11,-4.885,0,0.0545,0.00815,2.12e-05,0.229,0.464,175.077,4,metal,TRFGRKF128F427BB6F
5834,5834,71572,31RTFPrB7wmYBhlkM2ILXG,System Of A Down,System Of A Down,Sugar,73,153800,True,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,4,metal,TRCPHLW128F426AB1E
5835,5835,71652,0fxGA5lxrdYNYoE7yJxTNZ,Linkin Park,Hybrid Theory (Bonus Edition),My December,59,260560,False,0.73,0.585,0,-9.274,1,0.0238,0.375,0.0101,0.147,0.721,100.021,4,metal,TRJVMOD128F14824CC
5836,5836,71762,41pOIT2t1rvr2Trg1HQChZ,System Of A Down,Mezmerize,Radio/Video,68,249226,False,0.358,0.921,6,-2.467,0,0.0695,0.171,7.64e-06,0.358,0.476,139.256,4,metal,TRJRDCZ128F427FC25
5837,5837,71818,0BRHnOFm6sjxN1i9LJrUDu,Good Charlotte,The Young and The Hopeless,The Anthem,74,175093,False,0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,4,metal,TRFHSUI128F92ED70E
5841,5841,71821,06Zz2l7cVTCTgCNDe1bnEF,Bon Jovi,Have A Nice Day,Have A Nice Day,64,229106,False,0.5,0.899,4,-4.066,1,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,4,metal,TRFNMGG12903CDA55E
5842,5842,71825,0ZLBD6hHGN9LYOtNlu2n8e,Bon Jovi,These Days,This Ain't A Love Song,64,306240,False,0.348,0.635,4,-6.836,1,0.0386,0.0932,0.0,0.126,0.144,87.974,3,metal,TRXXCTX128F9334C13
5843,5843,71909,0vTKR5TQD03kASmEGlyDF3,Bon Jovi,Keep The Faith,In These Arms,61,319226,False,0.51,0.915,4,-3.036,1,0.0562,0.00884,1.75e-05,0.205,0.459,123.257,4,metal,TRZVPZQ128E078F0E3
5844,5844,71961,5rX6C5QVvvZB7XckETNych,Kid Rock,Rock n Roll Jesus,All Summer Long,73,297586,False,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,4,metal,TRPUBKO128F933CA62
5845,5845,71962,6gCVA6ja6g0foIsWv0RuSZ,System Of A Down,Toxicity,ATWA,67,176200,False,0.376,0.787,5,-4.731,0,0.0394,0.00378,0.0,0.548,0.371,87.102,4,metal,TRARIBY128F4273287
5846,5846,74366,5jZbq4ZUGhCdKEen9hHPNc,Alceu Valença,Sol e Chuva,Como Dois Animais,43,274640,False,0.776,0.404,9,-10.447,1,0.0357,0.283,0.0,0.0827,0.269,125.954,4,mpb,TRJPCJB128F9344CDD
5847,5847,74879,5WOXdAAtSQIIGXQt96uJJH,Legião Urbana,As Quatro Estações,Mauricio,40,198133,False,0.543,0.559,5,-14.523,1,0.031,0.012,0.00318,0.151,0.682,150.995,4,mpb,TRVHLPW128F42ACCD8
5851,5851,75011,2UKkLqST2xWpK8n1b0Xr5Z,Enigma,The Cross Of Changes,Return To Innocence,66,255466,False,0.476,0.584,10,-12.357,1,0.038,0.119,0.0,0.274,0.417,88.026,4,new-age,TREYQPR128F1468D92
5852,5852,75013,53Lfqp8F0KCInwcFjabMJB,Yanni,The Essential Yanni,One Man's Dream,56,163200,False,0.363,0.115,0,-20.386,0,0.0352,0.984,0.975,0.135,0.188,122.598,4,new-age,TRWEWWW128F4285E21
5854,5854,75020,0PscpNWPbcAXrZwgvifbR2,Jim Brickman,Winter Chill,Jingle Bells,0,173208,False,0.454,0.0958,0,-17.878,1,0.0359,0.987,0.951,0.103,0.249,129.388,4,new-age,TRYPSTX128F428902A
5858,5858,75077,2N6aUazlszu1DDPnSCGifu,Yanni,The Essential Yanni,In The Morning Light,50,228013,False,0.343,0.131,9,-20.507,1,0.0319,0.981,0.903,0.07,0.177,104.798,4,new-age,TRWJJMT128F428A8B2
5859,5859,75149,0SNGu5dJ0CB1gRoKRIoz9H,Jon & Vangelis,Synthesizer Hits,I Hear You Now,32,288200,False,0.739,0.417,4,-13.345,1,0.031,0.276,0.0268,0.108,0.279,115.197,4,new-age,TRDOKHU128F92F74B2
5860,5860,75201,4Uqi7W5XwMM1MHRKl3peKI,Yanni,In His Purest Form,Nostalgia,31,277594,False,0.299,0.479,11,-11.942,0,0.0598,0.973,0.923,0.138,0.147,94.326,3,new-age,TRNGKQM128F93071C7
5861,5861,75352,2Az3rgDFpLyH3qQkPetdwK,Yanni,In His Purest Form,If I Could Tell You,35,380795,False,0.313,0.208,5,-13.376,0,0.0388,0.988,0.881,0.148,0.113,113.125,4,new-age,TRFQRDR128F932E2B5
5862,5862,75354,3X743fO7cwXAugb1zYVNjG,Ronan Hardiman,Michael Flatley's Lord Of The Dance,Gypsy,46,130440,False,0.632,0.515,4,-12.226,0,0.0307,0.389,0.928,0.407,0.522,113.947,4,new-age,TRLEFHF128F1463E25
5863,5863,75423,6SFNx6xXcRVPvvcxnDvwAa,Yanni,The Very Best Of Yanni,Marching Season,34,337666,False,0.485,0.486,7,-12.474,0,0.0332,0.839,0.0188,0.0836,0.132,172.276,4,new-age,TRDZYDU128F93071CD
5864,5864,75580,4ptnnWStUAzaXLJcJCMG5R,Paul Cardall,Faithful,Embraced,22,191320,False,0.231,0.0378,8,-20.849,1,0.0394,0.973,0.869,0.0908,0.0398,119.793,4,new-age,TRYGFKV128F422ABE4
5865,5865,75877,76QOHz5udxsjAFhPNVHfkb,Yanni,The Very Best Of Yanni,In The Morning Light,35,231000,False,0.344,0.177,9,-17.959,1,0.0324,0.974,0.949,0.185,0.173,107.611,4,new-age,TRWJJMT128F428A8B2
5866,5866,76187,4Qe4jyrOpoUeph5U8gwwxA,Avantasia,"The Metal Opera, Pt. I",Farewell,49,392400,False,0.457,0.645,11,-5.97,1,0.0267,0.00388,0.0,0.185,0.148,98.679,3,opera,TRKGVWI128F92EB746
5867,5867,76318,7AsWhzj5nIlWTlOMdzBM5B,Celtic Woman,"Decade. The Songs, The Show, The Traditions, The Classics.",May It Be,24,228240,False,0.143,0.312,9,-10.077,1,0.0348,0.945,0.000163,0.109,0.0766,86.112,4,opera,TRDBOVM128F4268BB9
5868,5868,76351,2EuRnXkQ1X97VNY3NfSqay,Lara Fabian,Carpe Diem,Je Suis Malade,53,264240,False,0.262,0.347,11,-10.054,0,0.0396,0.768,0.0,0.187,0.206,64.978,3,opera,TRSENNS128F4215C83
5869,5869,76481,3pDbuPcDZZQ1QOoAQLkjiI,Michael Crawford,Michael Crawford Performs Andrew Lloyd Webber,Any Dream Will Do,22,218906,False,0.528,0.355,0,-13.865,1,0.034,0.685,0.0017,0.091,0.222,117.974,4,opera,TRXXDPJ128E0794812
5873,5873,76563,6jtro2UfTOFqgQ6A3OptWJ,Patrizio Buanne,The Italian,Soli,21,234026,False,0.57,0.577,7,-6.95,0,0.0275,0.603,1.94e-06,0.266,0.424,113.961,4,opera,TRGIWWH128E0786020
5874,5874,76953,3MloP5bPLvnYIQrqY4M6P1,Nana Mouskouri,Why Worry,Only Love,36,264866,False,0.328,0.327,7,-13.566,1,0.0328,0.839,0.0,0.159,0.296,131.605,4,opera,TRULXPW128F148C189
5875,5875,76954,48f9zJZNKuFwC2wfTGwmfJ,Lara Fabian,Lara Fabian,Adagio,50,266866,False,0.329,0.388,2,-9.854,0,0.0302,0.284,6.39e-05,0.106,0.0683,128.508,4,opera,TRKJBIO128F4278C09
5876,5876,77308,32TvsJTuBVTGcvx059g0hJ,Soweto,Refém Do Coração,Derê,47,194560,False,0.417,0.571,9,-11.022,0,0.0693,0.668,0.0,0.107,0.689,152.8,4,pagode,TRFEOWA128F42682BF
5880,5880,77352,642WSldBQqArHKbhjJeKad,Só Pra Contrariar,Só Pra Contrariar,Interfone,47,251666,False,0.556,0.671,2,-6.706,1,0.062,0.796,0.0,0.295,0.577,121.439,4,pagode,TREOOPF128F93386FE
5884,5884,77508,7CzZpoMj9c6MNU4UzEExzk,Os Travessos,Adivinha,Adivinha,45,241933,False,0.625,0.673,9,-7.864,0,0.0382,0.464,0.0,0.0529,0.604,138.144,4,pagode,TRANHOZ128F146F20B
5886,5886,79014,5wqIigDb6Afe0mX4acLyKo,OneRepublic,OO's Music Grandi Successi,Apologize,6,208106,False,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-05,0.102,0.493,118.031,4,piano,TRQPTAX128F932A177
5894,5894,79028,6TqNKjiEZoOAw3r4OpiCjT,OneRepublic,De ese gran pop de los 00's,Apologize,0,208106,False,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-05,0.102,0.493,118.031,4,piano,TRQPTAX128F932A177
5902,5902,79060,3UhXPxLDFKCj1ZO6mmtV0a,OneRepublic,Dreaming Out Loud,Apologize,74,208106,False,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,4,piano,TRQPTAX128F932A177
5910,5910,79066,1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,Waking Up,Secrets,76,224693,False,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,4,piano,TROAQBZ128F9326213
5914,5914,79088,0Qo6ENwrR9bj9nKWEuNslx,Kate Bush,80's,Babooshka,0,209933,False,0.47,0.439,8,-8.892,1,0.0322,0.741,1.64e-05,0.0707,0.287,108.037,4,piano,TRZLHQC128F1454184
5939,5939,79089,5JfCThSgcFgzV6gGi7BxBP,Kate Bush,OK Boomers - Top Tunes,Wuthering Heights,0,205573,False,0.581,0.429,1,-10.007,1,0.0326,0.18,0.00106,0.128,0.504,123.802,4,piano,TRGRDVU128E0782493
5964,5964,79095,5pFKe37vrYun2WzsRD5PeO,Keane,De ese gran pop de los 00's,Everybody's Changing,0,216000,False,0.514,0.85,0,-3.534,1,0.0288,0.00142,0.000297,0.0984,0.437,94.018,4,piano,TROIISO128F93184B7
5968,5968,79098,5vja6kqkYPmciEWjnI8AIu,Supertramp,Best 70s Rock Tunes,Give A Little Bit,1,248173,False,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,piano,TRLZURC128E079376E
5972,5972,79099,5CqgwvGdzmYmTAEDvRMKxA,Supertramp,Fiesta temática 70s,Give A Little Bit,0,248173,False,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.00949,0.263,0.471,90.767,4,piano,TRLZURC128E079376E
5976,5976,79100,4w1lzcaoZ1IC2K5TwjalRP,Vanessa Carlton,Be Not Nobody,A Thousand Miles,77,237493,False,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,4,piano,TRHQRWY128F148D7CA
5981,5981,79120,0e3yhVeNaTfKIWQRw9U9sY,Elton John,Sleeping With The Past (Remastered with bonus tracks),Sacrifice,74,304133,False,0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,4,piano,TRQPDKR12903CA4436
5982,5982,79132,0yac0FPhLRH9i9lOng3f81,Keane,Hopes And Fears,Everybody's Changing,74,215880,False,0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,4,piano,TROIISO128F93184B7
5983,5983,79146,4zz8azEqi0rEMKNxxIijqB,Vanessa Carlton,De ese gran pop de los 00's,A Thousand Miles,0,237493,False,0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,94.916,4,piano,TRHQRWY128F148D7CA
5988,5988,79242,6WCeFNVAXUtNczb7lqLiZU,Elton John,Don't Shoot Me I'm Only The Piano Player,Crocodile Rock,73,235440,False,0.621,0.8,4,-7.284,0,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,4,piano,TRYOFYZ12903CB6A94
5990,5990,79244,6XUHsYE38CEbYunT983O9G,Supertramp,Even In The Quietest Moments,Give A Little Bit,75,248173,False,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,4,piano,TRLZURC128E079376E
5991,5991,79305,23l1kVpqMVREiwU1YAlcr4,Elton John,Too Low For Zero,I Guess That's Why They Call It The Blues,70,285333,False,0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,3,piano,TRTLZZL128EF342C64
5992,5992,79327,3LqvmDtXWXjF7fg8mh8iZh,Billy Joel,The Nylon Curtain,Pressure,59,280333,False,0.548,0.68,9,-8.675,0,0.0474,0.0148,0.000949,0.0877,0.851,148.494,4,piano,TRZUMAU12903CBA485
5993,5993,79366,428lSKYV9R5f5d4XGOeniY,OneRepublic,Dreaming Out Loud (Deluxe),Apologize,54,208106,False,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,4,piano,TRQPTAX128F932A177
5995,5995,79383,53Mz9H5UvWMQUXHZnaZYKQ,Kate Bush,Never for Ever,Babooshka,65,209933,False,0.466,0.439,5,-8.892,0,0.0325,0.741,1.64e-05,0.0707,0.289,107.173,4,piano,TRZLHQC128F1454184
5996,5996,79386,5YSI1311X8t31PBjkBG4CZ,Kate Bush,The Kick Inside,Wuthering Heights,71,269066,False,0.481,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,4,piano,TRGRDVU128E0782493
5997,5997,79490,6IVlHRrjTKep5SS9kbcpTa,Keane,Hopes And Fears,This Is The Last Time,64,208786,False,0.522,0.827,7,-4.145,1,0.0283,0.0018,6.8e-06,0.0818,0.335,131.691,4,piano,TRCYYEF128C71968CA
5999,5999,79501,3FCto7hnn1shUyZL42YgfO,Billy Joel,The Essential Billy Joel,Piano Man,66,336093,False,0.334,0.472,0,-8.791,1,0.0277,0.6,3.62e-06,0.317,0.431,179.173,3,piano,TRCTEDP12903CBA4AB
6000,6000,79539,78WVLOP9pN0G3gRLFy1rAa,Billy Joel,Piano Man,Piano Man,64,336200,False,0.334,0.477,0,-8.806,1,0.0276,0.618,4.17e-06,0.312,0.405,179.239,3,piano,TRCTEDP12903CBA4AB
6001,6001,79547,5p6me2mwQrGfH30eExHn6v,Dave Brubeck,On Time,Take Five,51,323066,False,0.457,0.219,8,-15.325,0,0.0385,0.545,0.00098,0.0681,0.62,168.55,5,piano,TRSLLTT128F426BF51
6003,6003,79556,2nqVa3s6vyN10I8mjb4KwI,Elton John,Love Songs,Candle In The Wind,46,228933,False,0.596,0.468,4,-11.694,1,0.0292,0.208,5.17e-06,0.195,0.584,124.139,4,piano,TRQQDNO128EF342BB3
6005,6005,79595,34E0Higz6fFVXlbVsn6TIW,Billy Joel,52nd Street,Honesty,63,233506,False,0.552,0.265,10,-15.482,1,0.0332,0.415,0.0,0.107,0.212,135.476,4,piano,TRWCEXC128F426305D
6006,6006,79660,16GUMo6u3D2qo9a19AkYct,Billy Joel,The Stranger (Legacy Edition),Movin' Out (Anthony's Song),67,210760,False,0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,4,piano,TRNCSKU128F4265639
6007,6007,79989,4aaOblwrIiVnScKL51pGdo,Billy Joel,Greatest Hits Volume I & Volume II,You're Only Human (Second Wind),51,288440,False,0.759,0.795,3,-8.713,1,0.062,0.0356,1.12e-05,0.0678,0.877,130.803,4,piano,TRLVCZR128F426739D
6009,6009,81779,2ubrTNQou3onHm2WNHcCyT,Coldplay,Hits Hits Hits,Yellow,3,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,pop,TRNIAQL12903CB2D37
6012,6012,81782,082toijBCG2s1I8PTdvFM8,Coldplay,Alternative Rock Mixtape,Yellow,4,266773,False,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,pop,TRNIAQL12903CB2D37
6015,6015,81792,5DMirbBpNmJdTU9rGH2VW4,Coldplay,OK Boomers - Top Tunes,The Scientist,2,309600,False,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,pop,TRQFXKD128E0780CAE
6017,6017,81911,1D4PL9B8gOg78jiHg3FvBb,Taylor Swift,Fearless (Big Machine Radio Release Special),Love Story,77,236266,False,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,4,pop,TROPUMP128F92EC162
6021,6021,82026,2MtzZmYmxAhNMxilcwrV4b,Blondie,70s Christmas Party,One Way Or Another,0,217364,False,0.442,0.921,2,-5.086,1,0.0655,0.0532,3.89e-06,0.0767,0.855,162.267,4,power-pop,TRTEYTK128F145BF9E
6022,6022,82055,6VoIBz0VhCyz7OdEoRYDiA,Weezer,Weezer,Say It Ain't So,77,258826,False,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,4,power-pop,TRTNSWC128F9339EC8
6023,6023,82059,4qO03RMQm88DdpTJcxlglY,Blondie,Atomic/Atomix,Call Me,73,212600,False,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4,power-pop,TRESMPO128F145C065
6025,6025,82063,3mwvKOyMmG77zZRunnxp9E,Weezer,Weezer,Buddy Holly,75,159226,False,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,4,power-pop,TRWQINA128F9339E57
6027,6027,82071,1HOMkjp0nHMaTnfAkslCQj,The Knack,Get The Knack,My Sharona,75,295400,False,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,power-pop,TRCFQHK12903CB0D57
6030,6030,82079,4qVFyZB1ugfSTGYlu9lUoc,The Knack,70s Christmas Party,My Sharona,0,292413,False,0.558,0.711,0,-8.171,1,0.0419,0.00851,0.00045,0.17,0.869,147.265,4,power-pop,TRCFQHK12903CB0D57
6033,6033,82090,1gyYcM9VWjpxOaZyDzXDSm,The Knack,On air 70's Hits,My Sharona,1,292413,False,0.558,0.711,0,-8.171,1,0.0419,0.00851,0.00045,0.17,0.869,147.265,4,power-pop,TRCFQHK12903CB0D57
